B1_avg,B2_avg,B3_avg,B4_avg,B5_avg,B6_avg,B7_avg,B8_avg,B9_avg,Direction,RP,X,Y,Device
-82,-82,-81,-86,-80,-84,-79,-73,-84,leste,P_7_2,3.92,10.42,Moto7
-82,-81,-81,-89,-83,-86,-78,-72,-83,leste,P_7_2,3.92,10.42,Moto7
-83,-82,-87,-84,-85,-84,-77,-79,-88,sul,P_7_2,3.92,10.42,Moto7
-82,-83,-85,-85,-85,-77,-79,-78,-85,sul,P_7_2,3.92,10.42,Moto7
-83,-81,-83,-84,-80,-75,-81,-79,-84,sul,P_7_2,3.92,10.42,Moto7
-82,-82,-84,-87,-82,-86,-84,-78,-88,sul,P_7_2,3.92,10.42,Moto7
-84,-81,-83,-83,-83,-84,-85,-77,-82,sul,P_7_2,3.92,10.42,Moto7
-82,-85,-85,-82,-85,-85,-85,-78,-82,sul,P_7_2,3.92,10.42,Moto7
-82,-82,-84,-84,-84,-81,-85,-78,-81,sul,P_7_2,3.92,10.42,Moto7
-83,-82,-83,-86,-85,-82,-86,-79,-81,sul,P_7_2,3.92,10.42,Moto7
-88,-84,-85,-86,-91,-81,-85,-80,-83,sul,P_7_2,3.92,10.42,Moto7
-88,-82,-87,-81,-91,-78,-86,-80,-83,sul,P_7_2,3.92,10.42,Moto7
-83,-83,-85,-85,-95,-81,-84,-81,-82,sul,P_7_2,3.92,10.42,Moto7
-84,-84,-87,-85,-90,-81,-80,-82,-82,sul,P_7_2,3.92,10.42,Moto7
-82,-84,-87,-86,-88,-85,-82,-80,-83,sul,P_7_2,3.92,10.42,Moto7
-81,-85,-84,-86,-88,-85,-82,-79,-83,sul,P_7_2,3.92,10.42,Moto7
-82,-84,-85,-87,-89,-83,-85,-77,-84,sul,P_7_2,3.92,10.42,Moto7
-80,-86,-89,-83,-92,-86,-82,-80,-83,sul,P_7_2,3.92,10.42,Moto7
-80,-84,-84,-85,-88,-84,-80,-81,-84,sul,P_7_2,3.92,10.42,Moto7
-81,-83,-85,-83,-86,-82,-80,-79,-83,sul,P_7_2,3.92,10.42,Moto7
-80,-84,-84,-81,-88,-86,-80,-78,-84,sul,P_7_2,3.92,10.42,Moto7
-80,-84,-82,-84,-89,-88,-81,-80,-85,sul,P_7_2,3.92,10.42,Moto7
-79,-85,-85,-85,-89,-87,-82,-77,-84,sul,P_7_2,3.92,10.42,Moto7
-79,-87,-84,-84,-92,-89,-82,-78,-83,sul,P_7_2,3.92,10.42,Moto7
-82,-82,-84,-85,-91,-87,-83,-79,-86,sul,P_7_2,3.92,10.42,Moto7
-82,-83,-84,-87,-85,-88,-82,-78,-90,sul,P_7_2,3.92,10.42,Moto7
-80,-84,-83,-86,-87,-86,-83,-79,-88,sul,P_7_2,3.92,10.42,Moto7
-80,-84,-85,-84,-87,-86,-81,-79,-87,sul,P_7_2,3.92,10.42,Moto7
-79,-85,-84,-86,-88,-86,-83,-77,-86,sul,P_7_2,3.92,10.42,Moto7
-80,-86,-89,-87,-90,-85,-80,-78,-84,sul,P_7_2,3.92,10.42,Moto7
-81,-84,-88,-84,-89,-86,-80,-77,-88,sul,P_7_2,3.92,10.42,Moto7
-88,-83,-88,-84,-87,-80,-86,-75,-81,oeste,P_7_2,3.92,10.42,Moto7
-87,-81,-91,-82,-90,-78,-91,-76,-86,oeste,P_7_2,3.92,10.42,Moto7
-91,-87,-88,-83,-93,-79,-93,-78,-93,oeste,P_7_2,3.92,10.42,Moto7
-88,-86,-86,-83,-93,-82,-91,-78,-83,oeste,P_7_2,3.92,10.42,Moto7
-88,-86,-92,-82,-88,-79,-86,-75,-80,oeste,P_7_2,3.92,10.42,Moto7
-85,-84,-95,-83,-88,-80,-84,-78,-81,oeste,P_7_2,3.92,10.42,Moto7
-85,-84,-93,-84,-90,-81,-86,-76,-80,oeste,P_7_2,3.92,10.42,Moto7
-85,-84,-91,-85,-86,-82,-83,-75,-81,oeste,P_7_2,3.92,10.42,Moto7
-87,-87,-85,-85,-86,-79,-82,-74,-85,oeste,P_7_2,3.92,10.42,Moto7
-82,-84,-84,-85,-88,-76,-83,-76,-84,oeste,P_7_2,3.92,10.42,Moto7
-84,-85,-84,-85,-89,-78,-82,-76,-85,oeste,P_7_2,3.92,10.42,Moto7
-82,-87,-84,-88,-91,-80,-81,-76,-87,oeste,P_7_2,3.92,10.42,Moto7
-84,-85,-85,-84,-88,-80,-81,-75,-85,oeste,P_7_2,3.92,10.42,Moto7
-85,-87,-84,-85,-88,-81,-81,-80,-83,oeste,P_7_2,3.92,10.42,Moto7
-86,-86,-87,-84,-87,-82,-85,-77,-84,oeste,P_7_2,3.92,10.42,Moto7
-83,-85,-95,-87,-87,-79,-87,-77,-80,oeste,P_7_2,3.92,10.42,Moto7
-85,-83,-91,-88,-85,-78,-88,-76,-81,oeste,P_7_2,3.92,10.42,Moto7
-87,-84,-91,-86,-84,-79,-86,-75,-81,oeste,P_7_2,3.92,10.42,Moto7
-85,-84,-91,-85,-85,-80,-87,-75,-81,oeste,P_7_2,3.92,10.42,Moto7
-86,-81,-89,-87,-86,-77,-88,-76,-85,oeste,P_7_2,3.92,10.42,Moto7
-89,-84,-85,-87,-89,-76,-82,-72,-86,oeste,P_7_2,3.92,10.42,Moto7
-88,-86,-84,-87,-89,-78,-83,-73,-83,oeste,P_7_2,3.92,10.42,Moto7
-89,-85,-86,-86,-92,-78,-85,-73,-86,oeste,P_7_2,3.92,10.42,Moto7
-84,-81,-87,-87,-85,-79,-83,-75,-83,oeste,P_7_2,3.92,10.42,Moto7
-87,-85,-88,-87,-91,-82,-85,-75,-80,oeste,P_7_2,3.92,10.42,Moto7
-89,-89,-88,-83,-86,-80,-85,-77,-85,oeste,P_7_2,3.92,10.42,Moto7
-89,-88,-86,-86,-86,-79,-82,-78,-84,oeste,P_7_2,3.92,10.42,Moto7
-87,-88,-86,-84,-85,-79,-82,-78,-86,oeste,P_7_2,3.92,10.42,Moto7
-87,-88,-88,-82,-84,-79,-82,-77,-87,oeste,P_7_2,3.92,10.42,Moto7
-87,-81,-89,-84,-70,-85,-81,-75,-88,norte,P_6_3,6.27,8.75,Moto7
-83,-81,-85,-80,-72,-82,-81,-77,-83,norte,P_6_3,6.27,8.75,Moto7
-90,-82,-91,-81,-67,-86,-81,-74,-85,norte,P_6_3,6.27,8.75,Moto7
-87,-82,-88,-82,-66,-86,-80,-73,-84,norte,P_6_3,6.27,8.75,Moto7
-87,-83,-90,-81,-66,-89,-79,-74,-82,norte,P_6_3,6.27,8.75,Moto7
-87,-86,-90,-83,-68,-90,-81,-74,-82,norte,P_6_3,6.27,8.75,Moto7
-87,-85,-93,-84,-68,-87,-81,-73,-82,norte,P_6_3,6.27,8.75,Moto7
-85,-88,-92,-84,-67,-87,-77,-76,-81,norte,P_6_3,6.27,8.75,Moto7
-88,-86,-94,-83,-67,-85,-75,-74,-82,norte,P_6_3,6.27,8.75,Moto7
-88,-86,-93,-83,-67,-84,-74,-73,-83,norte,P_6_3,6.27,8.75,Moto7
-86,-86,-92,-83,-67,-88,-80,-73,-84,norte,P_6_3,6.27,8.75,Moto7
-88,-89,-93,-82,-67,-88,-81,-73,-83,norte,P_6_3,6.27,8.75,Moto7
-89,-89,-92,-85,-67,-89,-80,-74,-83,norte,P_6_3,6.27,8.75,Moto7
-86,-93,-91,-83,-67,-91,-78,-73,-83,norte,P_6_3,6.27,8.75,Moto7
-87,-90,-91,-85,-66,-89,-80,-74,-84,norte,P_6_3,6.27,8.75,Moto7
-88,-88,-91,-87,-67,-90,-82,-73,-83,norte,P_6_3,6.27,8.75,Moto7
-88,-90,-90,-86,-67,-92,-80,-72,-83,norte,P_6_3,6.27,8.75,Moto7
-87,-85,-91,-84,-67,-87,-81,-73,-83,norte,P_6_3,6.27,8.75,Moto7
-87,-87,-93,-84,-67,-90,-80,-72,-83,norte,P_6_3,6.27,8.75,Moto7
-88,-88,-91,-84,-67,-90,-81,-73,-84,norte,P_6_3,6.27,8.75,Moto7
-87,-88,-89,-88,-67,-91,-81,-72,-86,norte,P_6_3,6.27,8.75,Moto7
-87,-85,-92,-85,-67,-91,-79,-72,-84,norte,P_6_3,6.27,8.75,Moto7
-88,-86,-94,-84,-67,-87,-81,-73,-82,norte,P_6_3,6.27,8.75,Moto7
-85,-86,-91,-83,-67,-86,-82,-73,-82,norte,P_6_3,6.27,8.75,Moto7
-83,-88,-89,-82,-68,-86,-78,-73,-83,norte,P_6_3,6.27,8.75,Moto7
-83,-89,-91,-83,-68,-86,-79,-74,-83,norte,P_6_3,6.27,8.75,Moto7
-84,-90,-91,-84,-67,-90,-80,-72,-84,norte,P_6_3,6.27,8.75,Moto7
-85,-92,-90,-85,-68,-89,-80,-72,-82,norte,P_6_3,6.27,8.75,Moto7
-86,-92,-90,-84,-68,-89,-79,-72,-82,norte,P_6_3,6.27,8.75,Moto7
-77,-79,-82,-86,-73,-85,-86,-76,-84,leste,P_6_3,6.27,8.75,Moto7
-78,-84,-81,-83,-79,-87,-87,-77,-81,leste,P_6_3,6.27,8.75,Moto7
-78,-82,-83,-80,-74,-87,-86,-76,-83,leste,P_6_3,6.27,8.75,Moto7
-79,-82,-84,-82,-73,-88,-94,-76,-81,leste,P_6_3,6.27,8.75,Moto7
-79,-84,-84,-81,-74,-88,-90,-79,-80,leste,P_6_3,6.27,8.75,Moto7
-79,-84,-82,-81,-75,-88,-90,-77,-79,leste,P_6_3,6.27,8.75,Moto7
-79,-84,-83,-81,-75,-88,-91,-77,-80,leste,P_6_3,6.27,8.75,Moto7
-79,-83,-83,-81,-76,-89,-90,-77,-80,leste,P_6_3,6.27,8.75,Moto7
-79,-82,-83,-81,-75,-90,-90,-77,-79,leste,P_6_3,6.27,8.75,Moto7
-79,-82,-83,-81,-75,-88,-91,-78,-79,leste,P_6_3,6.27,8.75,Moto7
-79,-83,-82,-81,-76,-89,-90,-77,-80,leste,P_6_3,6.27,8.75,Moto7
-79,-82,-83,-81,-75,-89,-90,-77,-79,leste,P_6_3,6.27,8.75,Moto7
-79,-83,-83,-81,-75,-89,-90,-78,-79,leste,P_6_3,6.27,8.75,Moto7
-78,-83,-83,-80,-76,-89,-91,-77,-80,leste,P_6_3,6.27,8.75,Moto7
-79,-81,-83,-82,-76,-89,-89,-76,-81,leste,P_6_3,6.27,8.75,Moto7
-78,-83,-82,-81,-76,-89,-89,-76,-80,leste,P_6_3,6.27,8.75,Moto7
-79,-85,-84,-80,-76,-88,-86,-77,-80,leste,P_6_3,6.27,8.75,Moto7
-79,-85,-84,-80,-75,-89,-86,-80,-79,leste,P_6_3,6.27,8.75,Moto7
-78,-87,-82,-81,-73,-85,-83,-81,-80,leste,P_6_3,6.27,8.75,Moto7
-77,-88,-83,-80,-72,-85,-83,-82,-80,leste,P_6_3,6.27,8.75,Moto7
-77,-85,-85,-84,-72,-88,-85,-79,-80,leste,P_6_3,6.27,8.75,Moto7
-76,-80,-82,-86,-72,-87,-85,-71,-79,leste,P_6_3,6.27,8.75,Moto7
-77,-80,-80,-83,-73,-87,-81,-75,-80,leste,P_6_3,6.27,8.75,Moto7
-80,-79,-80,-87,-73,-88,-82,-80,-84,leste,P_6_3,6.27,8.75,Moto7
-78,-82,-82,-87,-73,-88,-80,-79,-85,leste,P_6_3,6.27,8.75,Moto7
-76,-82,-82,-86,-70,-85,-81,-77,-88,leste,P_6_3,6.27,8.75,Moto7
-75,-82,-81,-86,-70,-86,-83,-77,-87,leste,P_6_3,6.27,8.75,Moto7
-74,-83,-80,-85,-70,-84,-83,-77,-88,leste,P_6_3,6.27,8.75,Moto7
-74,-84,-81,-84,-71,-84,-80,-77,-86,leste,P_6_3,6.27,8.75,Moto7
-76,-80,-80,-81,-78,-78,-84,-73,-85,sul,P_6_3,6.27,8.75,Moto7
-76,-78,-81,-77,-78,-78,-85,-77,-83,sul,P_6_3,6.27,8.75,Moto7
-77,-77,-80,-79,-79,-76,-84,-78,-86,sul,P_6_3,6.27,8.75,Moto7
-79,-80,-78,-79,-81,-76,-85,-80,-88,sul,P_6_3,6.27,8.75,Moto7
-76,-79,-77,-80,-78,-77,-85,-84,-86,sul,P_6_3,6.27,8.75,Moto7
-77,-80,-76,-78,-79,-78,-83,-85,-85,sul,P_6_3,6.27,8.75,Moto7
-76,-81,-76,-78,-83,-76,-83,-79,-87,sul,P_6_3,6.27,8.75,Moto7
-77,-83,-77,-78,-84,-77,-85,-78,-89,sul,P_6_3,6.27,8.75,Moto7
-79,-82,-78,-78,-81,-77,-85,-78,-88,sul,P_6_3,6.27,8.75,Moto7
-78,-80,-78,-80,-82,-75,-85,-79,-86,sul,P_6_3,6.27,8.75,Moto7
-78,-80,-80,-80,-83,-75,-87,-79,-87,sul,P_6_3,6.27,8.75,Moto7
-80,-81,-78,-79,-84,-76,-87,-79,-88,sul,P_6_3,6.27,8.75,Moto7
-79,-83,-76,-77,-80,-76,-83,-81,-87,sul,P_6_3,6.27,8.75,Moto7
-79,-81,-74,-78,-81,-76,-85,-79,-88,sul,P_6_3,6.27,8.75,Moto7
-78,-80,-76,-78,-82,-75,-87,-78,-88,sul,P_6_3,6.27,8.75,Moto7
-78,-81,-78,-79,-81,-77,-84,-78,-88,sul,P_6_3,6.27,8.75,Moto7
-78,-81,-77,-79,-80,-75,-86,-80,-89,sul,P_6_3,6.27,8.75,Moto7
-79,-80,-72,-78,-81,-75,-88,-79,-89,sul,P_6_3,6.27,8.75,Moto7
-79,-83,-78,-78,-80,-76,-83,-81,-86,sul,P_6_3,6.27,8.75,Moto7
-79,-81,-78,-77,-78,-76,-85,-80,-87,sul,P_6_3,6.27,8.75,Moto7
-79,-79,-78,-79,-79,-76,-82,-80,-87,sul,P_6_3,6.27,8.75,Moto7
-77,-78,-78,-82,-80,-75,-84,-80,-86,sul,P_6_3,6.27,8.75,Moto7
-79,-78,-76,-81,-80,-74,-84,-78,-86,sul,P_6_3,6.27,8.75,Moto7
-76,-78,-75,-80,-78,-75,-85,-79,-86,sul,P_6_3,6.27,8.75,Moto7
-77,-78,-79,-82,-79,-75,-84,-79,-87,sul,P_6_3,6.27,8.75,Moto7
-78,-77,-74,-80,-82,-75,-84,-79,-86,sul,P_6_3,6.27,8.75,Moto7
-77,-77,-76,-80,-83,-75,-83,-79,-87,sul,P_6_3,6.27,8.75,Moto7
-78,-77,-78,-81,-81,-76,-86,-78,-87,sul,P_6_3,6.27,8.75,Moto7
-79,-77,-76,-81,-82,-75,-85,-79,-87,sul,P_6_3,6.27,8.75,Moto7
-85,-91,-84,-79,-79,-84,-74,-75,-78,oeste,P_6_3,6.27,8.75,Moto7
-82,-89,-84,-80,-79,-83,-73,-74,-77,oeste,P_6_3,6.27,8.75,Moto7
-83,-87,-84,-82,-80,-80,-76,-82,-78,oeste,P_6_3,6.27,8.75,Moto7
-80,-91,-85,-80,-80,-81,-74,-75,-77,oeste,P_6_3,6.27,8.75,Moto7
-81,-92,-87,-81,-83,-84,-75,-77,-77,oeste,P_6_3,6.27,8.75,Moto7
-83,-86,-84,-81,-81,-80,-77,-77,-80,oeste,P_6_3,6.27,8.75,Moto7
-82,-84,-89,-80,-81,-82,-74,-74,-79,oeste,P_6_3,6.27,8.75,Moto7
-83,-87,-85,-80,-82,-80,-76,-76,-79,oeste,P_6_3,6.27,8.75,Moto7
-81,-83,-91,-84,-78,-84,-75,-71,-79,oeste,P_6_3,6.27,8.75,Moto7
-83,-92,-83,-80,-81,-81,-75,-75,-79,oeste,P_6_3,6.27,8.75,Moto7
-81,-90,-85,-80,-82,-83,-75,-80,-80,oeste,P_6_3,6.27,8.75,Moto7
-80,-86,-85,-81,-83,-83,-74,-78,-79,oeste,P_6_3,6.27,8.75,Moto7
-80,-86,-85,-81,-80,-83,-74,-79,-78,oeste,P_6_3,6.27,8.75,Moto7
-80,-86,-86,-82,-85,-83,-74,-78,-79,oeste,P_6_3,6.27,8.75,Moto7
-80,-86,-85,-83,-83,-83,-75,-79,-78,oeste,P_6_3,6.27,8.75,Moto7
-83,-85,-87,-83,-81,-83,-77,-80,-77,oeste,P_6_3,6.27,8.75,Moto7
-84,-85,-87,-82,-83,-81,-78,-78,-77,oeste,P_6_3,6.27,8.75,Moto7
-83,-87,-85,-82,-84,-79,-78,-76,-78,oeste,P_6_3,6.27,8.75,Moto7
-83,-89,-81,-82,-84,-79,-77,-76,-79,oeste,P_6_3,6.27,8.75,Moto7
-82,-84,-84,-82,-82,-81,-77,-79,-78,oeste,P_6_3,6.27,8.75,Moto7
-80,-83,-85,-82,-82,-81,-75,-79,-77,oeste,P_6_3,6.27,8.75,Moto7
-81,-82,-83,-83,-82,-80,-75,-80,-77,oeste,P_6_3,6.27,8.75,Moto7
-80,-83,-84,-87,-82,-80,-75,-78,-78,oeste,P_6_3,6.27,8.75,Moto7
-81,-82,-85,-91,-84,-80,-75,-77,-77,oeste,P_6_3,6.27,8.75,Moto7
-81,-84,-86,-93,-83,-81,-76,-81,-77,oeste,P_6_3,6.27,8.75,Moto7
-83,-82,-86,-92,-82,-82,-79,-77,-79,oeste,P_6_3,6.27,8.75,Moto7
-81,-82,-84,-92,-81,-82,-77,-76,-78,oeste,P_6_3,6.27,8.75,Moto7
-81,-84,-86,-90,-82,-78,-76,-78,-77,oeste,P_6_3,6.27,8.75,Moto7
-82,-89,-86,-84,-81,-82,-76,-77,-78,oeste,P_6_3,6.27,8.75,Moto7
-90,-84,-77,-76,-81,-81,-84,-74,-78,norte,P_5_1,1.57,7.09,Moto7
-87,-84,-78,-79,-83,-76,-87,-77,-82,norte,P_5_1,1.57,7.09,Moto7
-89,-88,-78,-76,-85,-78,-84,-74,-82,norte,P_5_1,1.57,7.09,Moto7
-90,-89,-80,-76,-80,-76,-85,-73,-78,norte,P_5_1,1.57,7.09,Moto7
-87,-84,-81,-79,-77,-82,-88,-80,-82,norte,P_5_1,1.57,7.09,Moto7
-89,-86,-80,-77,-80,-81,-84,-80,-82,norte,P_5_1,1.57,7.09,Moto7
-90,-86,-78,-73,-80,-80,-81,-78,-84,norte,P_5_1,1.57,7.09,Moto7
-91,-86,-75,-76,-83,-75,-84,-75,-81,norte,P_5_1,1.57,7.09,Moto7
-91,-84,-75,-75,-82,-76,-83,-74,-82,norte,P_5_1,1.57,7.09,Moto7
-92,-86,-76,-77,-83,-77,-82,-75,-85,norte,P_5_1,1.57,7.09,Moto7
-87,-88,-76,-82,-80,-78,-84,-73,-81,norte,P_5_1,1.57,7.09,Moto7
-89,-87,-78,-80,-83,-76,-77,-75,-79,norte,P_5_1,1.57,7.09,Moto7
-90,-88,-78,-80,-88,-76,-81,-78,-82,norte,P_5_1,1.57,7.09,Moto7
-89,-83,-75,-80,-81,-75,-84,-77,-85,norte,P_5_1,1.57,7.09,Moto7
-93,-82,-75,-77,-82,-75,-85,-79,-82,norte,P_5_1,1.57,7.09,Moto7
-90,-84,-74,-82,-86,-82,-83,-78,-83,norte,P_5_1,1.57,7.09,Moto7
-90,-87,-74,-83,-84,-84,-81,-78,-83,norte,P_5_1,1.57,7.09,Moto7
-91,-89,-75,-81,-90,-86,-81,-74,-83,norte,P_5_1,1.57,7.09,Moto7
-91,-85,-74,-82,-87,-79,-85,-78,-82,norte,P_5_1,1.57,7.09,Moto7
-90,-87,-75,-87,-85,-79,-85,-77,-84,norte,P_5_1,1.57,7.09,Moto7
-92,-91,-74,-86,-85,-80,-82,-78,-85,norte,P_5_1,1.57,7.09,Moto7
-94,-89,-75,-86,-86,-80,-84,-78,-85,norte,P_5_1,1.57,7.09,Moto7
-95,-89,-75,-78,-86,-83,-80,-75,-84,norte,P_5_1,1.57,7.09,Moto7
-98,-91,-75,-79,-84,-82,-79,-78,-88,norte,P_5_1,1.57,7.09,Moto7
-96,-90,-76,-79,-83,-83,-81,-78,-87,norte,P_5_1,1.57,7.09,Moto7
-95,-90,-75,-81,-83,-82,-80,-78,-86,norte,P_5_1,1.57,7.09,Moto7
-98,-92,-74,-83,-83,-81,-81,-78,-87,norte,P_5_1,1.57,7.09,Moto7
-93,-91,-76,-83,-83,-81,-82,-78,-86,norte,P_5_1,1.57,7.09,Moto7
-95,-90,-75,-82,-84,-81,-82,-77,-85,norte,P_5_1,1.57,7.09,Moto7
-85,-77,-83,-78,-83,-81,-83,-76,-81,leste,P_5_1,1.57,7.09,Moto7
-86,-77,-80,-81,-93,-80,-85,-75,-84,leste,P_5_1,1.57,7.09,Moto7
-88,-79,-79,-80,-83,-82,-87,-77,-85,leste,P_5_1,1.57,7.09,Moto7
-86,-83,-79,-80,-83,-83,-87,-79,-82,leste,P_5_1,1.57,7.09,Moto7
-90,-82,-81,-81,-85,-80,-87,-76,-86,leste,P_5_1,1.57,7.09,Moto7
-89,-82,-80,-78,-82,-80,-87,-77,-85,leste,P_5_1,1.57,7.09,Moto7
-84,-82,-80,-79,-84,-79,-90,-75,-84,leste,P_5_1,1.57,7.09,Moto7
-85,-82,-79,-80,-84,-80,-89,-76,-84,leste,P_5_1,1.57,7.09,Moto7
-84,-80,-78,-84,-84,-81,-90,-75,-82,leste,P_5_1,1.57,7.09,Moto7
-85,-80,-79,-79,-84,-80,-91,-76,-84,leste,P_5_1,1.57,7.09,Moto7
-86,-84,-78,-80,-82,-79,-88,-79,-85,leste,P_5_1,1.57,7.09,Moto7
-85,-81,-77,-79,-84,-79,-92,-76,-87,leste,P_5_1,1.57,7.09,Moto7
-86,-77,-78,-77,-86,-78,-92,-75,-86,leste,P_5_1,1.57,7.09,Moto7
-87,-78,-78,-80,-84,-79,-91,-75,-88,leste,P_5_1,1.57,7.09,Moto7
-85,-79,-78,-78,-84,-79,-90,-76,-85,leste,P_5_1,1.57,7.09,Moto7
-84,-79,-79,-80,-87,-80,-90,-79,-88,leste,P_5_1,1.57,7.09,Moto7
-88,-77,-78,-82,-86,-80,-89,-79,-90,leste,P_5_1,1.57,7.09,Moto7
-87,-79,-78,-85,-90,-81,-93,-78,-92,leste,P_5_1,1.57,7.09,Moto7
-85,-80,-79,-87,-87,-84,-90,-79,-90,leste,P_5_1,1.57,7.09,Moto7
-88,-84,-83,-84,-86,-81,-88,-77,-86,leste,P_5_1,1.57,7.09,Moto7
-88,-81,-86,-87,-91,-79,-89,-76,-82,leste,P_5_1,1.57,7.09,Moto7
-84,-80,-88,-91,-91,-82,-88,-79,-83,leste,P_5_1,1.57,7.09,Moto7
-88,-84,-82,-85,-88,-80,-86,-75,-84,leste,P_5_1,1.57,7.09,Moto7
-85,-82,-80,-83,-88,-82,-92,-79,-90,leste,P_5_1,1.57,7.09,Moto7
-88,-81,-78,-86,-85,-82,-92,-78,-90,leste,P_5_1,1.57,7.09,Moto7
-89,-79,-78,-84,-86,-80,-87,-77,-91,leste,P_5_1,1.57,7.09,Moto7
-89,-81,-79,-85,-84,-82,-90,-76,-90,leste,P_5_1,1.57,7.09,Moto7
-84,-82,-80,-88,-85,-82,-92,-77,-88,leste,P_5_1,1.57,7.09,Moto7
-85,-81,-79,-88,-83,-82,-89,-80,-89,leste,P_5_1,1.57,7.09,Moto7
-84,-78,-80,-72,-83,-83,-83,-82,-87,sul,P_5_1,1.57,7.09,Moto7
-85,-78,-80,-69,-87,-82,-86,-82,-90,sul,P_5_1,1.57,7.09,Moto7
-84,-78,-81,-73,-87,-82,-86,-80,-87,sul,P_5_1,1.57,7.09,Moto7
-81,-80,-79,-74,-88,-87,-87,-78,-86,sul,P_5_1,1.57,7.09,Moto7
-79,-79,-85,-80,-81,-86,-86,-83,-88,sul,P_5_1,1.57,7.09,Moto7
-86,-78,-83,-78,-81,-84,-86,-81,-86,sul,P_5_1,1.57,7.09,Moto7
-85,-78,-81,-76,-80,-85,-85,-81,-89,sul,P_5_1,1.57,7.09,Moto7
-80,-77,-79,-80,-82,-85,-85,-79,-88,sul,P_5_1,1.57,7.09,Moto7
-80,-77,-80,-77,-81,-82,-90,-83,-90,sul,P_5_1,1.57,7.09,Moto7
-80,-76,-83,-80,-81,-82,-91,-86,-91,sul,P_5_1,1.57,7.09,Moto7
-80,-77,-82,-78,-82,-81,-89,-81,-89,sul,P_5_1,1.57,7.09,Moto7
-80,-78,-82,-79,-83,-81,-89,-85,-89,sul,P_5_1,1.57,7.09,Moto7
-82,-78,-81,-83,-84,-81,-91,-83,-91,sul,P_5_1,1.57,7.09,Moto7
-84,-79,-82,-81,-86,-81,-87,-83,-89,sul,P_5_1,1.57,7.09,Moto7
-83,-79,-81,-84,-86,-80,-86,-83,-89,sul,P_5_1,1.57,7.09,Moto7
-81,-78,-84,-80,-85,-81,-89,-83,-89,sul,P_5_1,1.57,7.09,Moto7
-81,-79,-84,-82,-85,-82,-87,-83,-88,sul,P_5_1,1.57,7.09,Moto7
-82,-79,-85,-82,-85,-84,-86,-82,-89,sul,P_5_1,1.57,7.09,Moto7
-82,-80,-84,-84,-84,-82,-88,-83,-88,sul,P_5_1,1.57,7.09,Moto7
-84,-82,-85,-81,-84,-87,-89,-82,-85,sul,P_5_1,1.57,7.09,Moto7
-83,-81,-86,-78,-85,-83,-88,-82,-85,sul,P_5_1,1.57,7.09,Moto7
-83,-80,-85,-82,-85,-83,-87,-83,-86,sul,P_5_1,1.57,7.09,Moto7
-83,-80,-86,-81,-83,-86,-88,-83,-85,sul,P_5_1,1.57,7.09,Moto7
-82,-80,-85,-82,-82,-84,-88,-82,-86,sul,P_5_1,1.57,7.09,Moto7
-85,-78,-83,-82,-88,-83,-87,-83,-86,sul,P_5_1,1.57,7.09,Moto7
-83,-80,-77,-74,-86,-83,-87,-81,-89,sul,P_5_1,1.57,7.09,Moto7
-83,-82,-79,-73,-84,-84,-86,-83,-90,sul,P_5_1,1.57,7.09,Moto7
-84,-76,-80,-74,-83,-88,-84,-81,-87,sul,P_5_1,1.57,7.09,Moto7
-84,-77,-81,-76,-84,-85,-79,-83,-93,sul,P_5_1,1.57,7.09,Moto7
-82,-83,-82,-76,-92,-79,-83,-77,-77,oeste,P_5_1,1.57,7.09,Moto7
-81,-82,-86,-73,-89,-79,-86,-74,-77,oeste,P_5_1,1.57,7.09,Moto7
-81,-85,-84,-75,-91,-82,-86,-72,-73,oeste,P_5_1,1.57,7.09,Moto7
-82,-84,-85,-77,-89,-82,-87,-73,-78,oeste,P_5_1,1.57,7.09,Moto7
-83,-84,-86,-76,-88,-82,-87,-73,-76,oeste,P_5_1,1.57,7.09,Moto7
-82,-85,-87,-72,-89,-80,-85,-72,-76,oeste,P_5_1,1.57,7.09,Moto7
-80,-86,-85,-74,-88,-81,-86,-72,-76,oeste,P_5_1,1.57,7.09,Moto7
-82,-84,-85,-77,-88,-78,-87,-72,-79,oeste,P_5_1,1.57,7.09,Moto7
-82,-83,-86,-75,-86,-82,-87,-72,-79,oeste,P_5_1,1.57,7.09,Moto7
-81,-82,-85,-75,-88,-80,-86,-73,-78,oeste,P_5_1,1.57,7.09,Moto7
-82,-83,-84,-76,-87,-79,-87,-72,-76,oeste,P_5_1,1.57,7.09,Moto7
-83,-82,-84,-74,-89,-78,-81,-72,-76,oeste,P_5_1,1.57,7.09,Moto7
-83,-82,-84,-72,-86,-78,-81,-71,-76,oeste,P_5_1,1.57,7.09,Moto7
-83,-83,-85,-72,-88,-81,-90,-72,-77,oeste,P_5_1,1.57,7.09,Moto7
-82,-84,-85,-71,-90,-77,-86,-72,-77,oeste,P_5_1,1.57,7.09,Moto7
-80,-83,-85,-72,-90,-80,-85,-72,-75,oeste,P_5_1,1.57,7.09,Moto7
-81,-82,-84,-72,-88,-82,-86,-72,-76,oeste,P_5_1,1.57,7.09,Moto7
-82,-83,-84,-74,-89,-77,-84,-74,-76,oeste,P_5_1,1.57,7.09,Moto7
-84,-82,-84,-75,-90,-79,-86,-75,-79,oeste,P_5_1,1.57,7.09,Moto7
