B1_avg,B2_avg,B3_avg,B4_avg,B5_avg,B6_avg,B7_avg,B8_avg,B9_avg,Direction,RP,X,Y,Device
-89,-88,-86,-80,-83,-78,-85,-73,-80,norte,P_6_1,1.57,8.75,Moto7
-86,-86,-84,-85,-81,-80,-80,-74,-77,norte,P_6_1,1.57,8.75,Moto7
-87,-90,-84,-79,-82,-82,-84,-72,-77,norte,P_6_1,1.57,8.75,Moto7
-87,-91,-85,-82,-80,-81,-84,-73,-80,norte,P_6_1,1.57,8.75,Moto7
-85,-91,-85,-82,-83,-79,-83,-75,-81,norte,P_6_1,1.57,8.75,Moto7
-85,-90,-84,-80,-81,-75,-83,-74,-79,norte,P_6_1,1.57,8.75,Moto7
-84,-94,-88,-84,-79,-80,-81,-75,-79,norte,P_6_1,1.57,8.75,Moto7
-84,-88,-90,-83,-84,-83,-85,-74,-82,norte,P_6_1,1.57,8.75,Moto7
-86,-91,-86,-85,-81,-79,-83,-74,-81,norte,P_6_1,1.57,8.75,Moto7
-84,-94,-85,-82,-78,-73,-83,-73,-77,norte,P_6_1,1.57,8.75,Moto7
-88,-90,-85,-78,-79,-73,-82,-74,-77,norte,P_6_1,1.57,8.75,Moto7
-86,-90,-83,-75,-84,-77,-82,-72,-77,norte,P_6_1,1.57,8.75,Moto7
-92,-87,-82,-77,-86,-78,-86,-75,-78,norte,P_6_1,1.57,8.75,Moto7
-92,-86,-80,-76,-84,-75,-81,-75,-79,norte,P_6_1,1.57,8.75,Moto7
-91,-85,-81,-77,-87,-81,-82,-76,-84,norte,P_6_1,1.57,8.75,Moto7
-92,-86,-80,-75,-85,-85,-83,-78,-84,norte,P_6_1,1.57,8.75,Moto7
-92,-87,-81,-75,-85,-79,-81,-77,-79,norte,P_6_1,1.57,8.75,Moto7
-88,-86,-81,-78,-80,-79,-87,-79,-85,norte,P_6_1,1.57,8.75,Moto7
-90,-85,-80,-77,-84,-76,-81,-79,-79,norte,P_6_1,1.57,8.75,Moto7
-92,-85,-80,-75,-81,-80,-82,-80,-79,norte,P_6_1,1.57,8.75,Moto7
-93,-85,-81,-77,-82,-77,-81,-79,-81,norte,P_6_1,1.57,8.75,Moto7
-91,-86,-81,-78,-83,-76,-82,-78,-80,norte,P_6_1,1.57,8.75,Moto7
-90,-86,-81,-76,-84,-75,-81,-78,-80,norte,P_6_1,1.57,8.75,Moto7
-93,-85,-82,-77,-84,-77,-81,-80,-80,norte,P_6_1,1.57,8.75,Moto7
-90,-87,-80,-77,-81,-79,-80,-79,-80,norte,P_6_1,1.57,8.75,Moto7
-91,-86,-81,-75,-85,-82,-81,-79,-79,norte,P_6_1,1.57,8.75,Moto7
-88,-88,-79,-78,-85,-80,-84,-79,-80,norte,P_6_1,1.57,8.75,Moto7
-86,-89,-78,-77,-86,-83,-85,-79,-81,norte,P_6_1,1.57,8.75,Moto7
-86,-87,-78,-76,-90,-82,-86,-77,-81,norte,P_6_1,1.57,8.75,Moto7
-86,-80,-86,-79,-82,-83,-84,-75,-77,leste,P_6_1,1.57,8.75,Moto7
-87,-82,-88,-79,-80,-83,-80,-75,-79,leste,P_6_1,1.57,8.75,Moto7
-85,-79,-91,-81,-84,-81,-82,-82,-80,leste,P_6_1,1.57,8.75,Moto7
-89,-80,-85,-81,-87,-79,-81,-77,-79,leste,P_6_1,1.57,8.75,Moto7
-83,-85,-86,-83,-82,-78,-81,-76,-79,leste,P_6_1,1.57,8.75,Moto7
-85,-83,-87,-80,-84,-76,-81,-78,-81,leste,P_6_1,1.57,8.75,Moto7
-85,-87,-88,-82,-87,-76,-85,-75,-79,leste,P_6_1,1.57,8.75,Moto7
-85,-81,-91,-80,-83,-80,-83,-75,-82,leste,P_6_1,1.57,8.75,Moto7
-84,-79,-94,-79,-84,-78,-87,-78,-81,leste,P_6_1,1.57,8.75,Moto7
-88,-79,-88,-78,-83,-82,-82,-79,-82,leste,P_6_1,1.57,8.75,Moto7
-92,-82,-91,-80,-88,-82,-85,-78,-85,leste,P_6_1,1.57,8.75,Moto7
-85,-81,-85,-83,-86,-77,-82,-81,-82,leste,P_6_1,1.57,8.75,Moto7
-89,-83,-87,-80,-88,-77,-82,-74,-85,leste,P_6_1,1.57,8.75,Moto7
-87,-81,-92,-78,-89,-81,-85,-72,-83,leste,P_6_1,1.57,8.75,Moto7
-88,-81,-93,-80,-89,-83,-87,-77,-84,leste,P_6_1,1.57,8.75,Moto7
-87,-81,-92,-81,-89,-80,-91,-76,-84,leste,P_6_1,1.57,8.75,Moto7
-89,-84,-88,-81,-86,-77,-88,-76,-87,leste,P_6_1,1.57,8.75,Moto7
-89,-83,-86,-82,-89,-78,-84,-74,-82,leste,P_6_1,1.57,8.75,Moto7
-90,-83,-86,-82,-90,-79,-87,-74,-86,leste,P_6_1,1.57,8.75,Moto7
-87,-85,-85,-82,-85,-78,-85,-76,-82,leste,P_6_1,1.57,8.75,Moto7
-85,-80,-87,-82,-86,-85,-84,-72,-86,leste,P_6_1,1.57,8.75,Moto7
-86,-81,-85,-78,-83,-85,-86,-76,-78,leste,P_6_1,1.57,8.75,Moto7
-85,-84,-86,-82,-82,-79,-86,-76,-82,leste,P_6_1,1.57,8.75,Moto7
-85,-84,-84,-82,-82,-79,-84,-79,-80,leste,P_6_1,1.57,8.75,Moto7
-88,-82,-84,-79,-82,-79,-85,-79,-80,leste,P_6_1,1.57,8.75,Moto7
-90,-83,-84,-78,-85,-79,-82,-72,-85,leste,P_6_1,1.57,8.75,Moto7
-88,-86,-83,-80,-86,-76,-82,-73,-83,leste,P_6_1,1.57,8.75,Moto7
-92,-83,-82,-82,-83,-77,-81,-72,-83,leste,P_6_1,1.57,8.75,Moto7
-87,-81,-80,-79,-82,-76,-81,-69,-80,leste,P_6_1,1.57,8.75,Moto7
-80,-79,-79,-77,-81,-77,-85,-83,-87,sul,P_6_1,1.57,8.75,Moto7
-80,-80,-80,-77,-82,-76,-80,-84,-86,sul,P_6_1,1.57,8.75,Moto7
-81,-82,-82,-82,-83,-79,-80,-85,-82,sul,P_6_1,1.57,8.75,Moto7
-76,-77,-81,-82,-81,-82,-80,-86,-90,sul,P_6_1,1.57,8.75,Moto7
-81,-80,-82,-75,-89,-80,-81,-80,-85,sul,P_6_1,1.57,8.75,Moto7
-82,-80,-86,-75,-78,-79,-78,-86,-86,sul,P_6_1,1.57,8.75,Moto7
-81,-79,-87,-71,-81,-79,-82,-85,-89,sul,P_6_1,1.57,8.75,Moto7
-81,-79,-86,-74,-81,-77,-82,-85,-85,sul,P_6_1,1.57,8.75,Moto7
-87,-81,-83,-74,-79,-76,-80,-85,-86,sul,P_6_1,1.57,8.75,Moto7
-85,-83,-83,-74,-79,-78,-79,-84,-82,sul,P_6_1,1.57,8.75,Moto7
-83,-83,-81,-73,-80,-79,-79,-86,-81,sul,P_6_1,1.57,8.75,Moto7
-82,-84,-82,-74,-81,-78,-79,-85,-81,sul,P_6_1,1.57,8.75,Moto7
-79,-85,-81,-74,-79,-78,-81,-87,-80,sul,P_6_1,1.57,8.75,Moto7
-79,-81,-83,-76,-82,-78,-83,-89,-81,sul,P_6_1,1.57,8.75,Moto7
-79,-81,-84,-75,-82,-78,-83,-87,-80,sul,P_6_1,1.57,8.75,Moto7
-81,-81,-90,-77,-81,-78,-84,-82,-82,sul,P_6_1,1.57,8.75,Moto7
-83,-81,-89,-76,-82,-78,-83,-85,-89,sul,P_6_1,1.57,8.75,Moto7
-85,-82,-91,-76,-78,-78,-81,-85,-88,sul,P_6_1,1.57,8.75,Moto7
-83,-81,-83,-74,-77,-78,-76,-87,-86,sul,P_6_1,1.57,8.75,Moto7
-82,-82,-83,-71,-79,-78,-79,-85,-83,sul,P_6_1,1.57,8.75,Moto7
-81,-83,-86,-69,-82,-79,-82,-85,-84,sul,P_6_1,1.57,8.75,Moto7
-80,-80,-83,-71,-80,-78,-81,-85,-82,sul,P_6_1,1.57,8.75,Moto7
-79,-81,-85,-72,-81,-79,-81,-84,-81,sul,P_6_1,1.57,8.75,Moto7
-80,-80,-86,-72,-80,-79,-79,-84,-81,sul,P_6_1,1.57,8.75,Moto7
-82,-81,-88,-71,-82,-79,-81,-81,-82,sul,P_6_1,1.57,8.75,Moto7
-83,-83,-85,-72,-81,-79,-82,-80,-82,sul,P_6_1,1.57,8.75,Moto7
-84,-84,-87,-72,-82,-79,-84,-80,-80,sul,P_6_1,1.57,8.75,Moto7
-83,-81,-85,-71,-87,-83,-84,-78,-81,sul,P_6_1,1.57,8.75,Moto7
-85,-81,-90,-72,-83,-77,-80,-80,-80,sul,P_6_1,1.57,8.75,Moto7
-83,-83,-84,-74,-90,-77,-90,-73,-75,oeste,P_6_1,1.57,8.75,Moto7
-82,-89,-88,-75,-90,-82,-87,-70,-74,oeste,P_6_1,1.57,8.75,Moto7
-84,-87,-92,-80,-93,-79,-88,-73,-76,oeste,P_6_1,1.57,8.75,Moto7
-82,-87,-92,-83,-89,-81,-88,-74,-76,oeste,P_6_1,1.57,8.75,Moto7
-83,-88,-95,-82,-90,-80,-85,-78,-76,oeste,P_6_1,1.57,8.75,Moto7
-83,-86,-93,-84,-94,-79,-87,-84,-77,oeste,P_6_1,1.57,8.75,Moto7
-81,-88,-92,-82,-94,-79,-88,-81,-77,oeste,P_6_1,1.57,8.75,Moto7
-82,-86,-88,-79,-95,-79,-89,-82,-77,oeste,P_6_1,1.57,8.75,Moto7
-84,-85,-88,-79,-93,-80,-86,-81,-77,oeste,P_6_1,1.57,8.75,Moto7
-85,-86,-88,-80,-94,-79,-88,-84,-77,oeste,P_6_1,1.57,8.75,Moto7
-86,-85,-87,-84,-94,-79,-88,-85,-77,oeste,P_6_1,1.57,8.75,Moto7
-87,-83,-91,-82,-93,-79,-88,-82,-77,oeste,P_6_1,1.57,8.75,Moto7
-85,-88,-88,-81,-91,-78,-87,-84,-77,oeste,P_6_1,1.57,8.75,Moto7
-85,-87,-86,-82,-92,-78,-88,-84,-76,oeste,P_6_1,1.57,8.75,Moto7
-85,-85,-86,-78,-93,-78,-91,-86,-77,oeste,P_6_1,1.57,8.75,Moto7
-84,-87,-86,-79,-93,-78,-88,-88,-76,oeste,P_6_1,1.57,8.75,Moto7
-85,-85,-85,-76,-92,-78,-89,-84,-77,oeste,P_6_1,1.57,8.75,Moto7
-85,-86,-86,-81,-92,-77,-88,-84,-78,oeste,P_6_1,1.57,8.75,Moto7
-84,-85,-85,-77,-94,-79,-88,-86,-76,oeste,P_6_1,1.57,8.75,Moto7
-83,-86,-86,-76,-92,-78,-88,-84,-78,oeste,P_6_1,1.57,8.75,Moto7
-84,-84,-87,-75,-92,-80,-89,-81,-80,oeste,P_6_1,1.57,8.75,Moto7
-84,-83,-86,-74,-91,-79,-89,-80,-78,oeste,P_6_1,1.57,8.75,Moto7
-85,-84,-88,-74,-91,-80,-88,-80,-77,oeste,P_6_1,1.57,8.75,Moto7
-83,-86,-87,-75,-90,-81,-90,-80,-79,oeste,P_6_1,1.57,8.75,Moto7
-82,-86,-85,-76,-89,-79,-92,-82,-77,oeste,P_6_1,1.57,8.75,Moto7
-83,-86,-86,-78,-91,-80,-88,-82,-78,oeste,P_6_1,1.57,8.75,Moto7
-84,-84,-89,-77,-87,-77,-87,-82,-79,oeste,P_6_1,1.57,8.75,Moto7
-86,-87,-91,-80,-88,-78,-90,-78,-75,oeste,P_6_1,1.57,8.75,Moto7
-88,-90,-97,-83,-86,-78,-85,-74,-74,oeste,P_6_1,1.57,8.75,Moto7
-88,-92,-95,-88,-92,-80,-80,-77,-80,norte,P_9_3,6.27,13.74,Moto7
-87,-94,-93,-89,-92,-85,-76,-75,-79,norte,P_9_3,6.27,13.74,Moto7
-92,-89,-92,-89,-88,-88,-77,-77,-82,norte,P_9_3,6.27,13.74,Moto7
-88,-89,-94,-88,-89,-86,-73,-76,-80,norte,P_9_3,6.27,13.74,Moto7
-90,-88,-94,-90,-89,-88,-75,-74,-80,norte,P_9_3,6.27,13.74,Moto7
-92,-94,-93,-88,-91,-85,-73,-75,-82,norte,P_9_3,6.27,13.74,Moto7
-92,-93,-92,-89,-91,-86,-70,-78,-77,norte,P_9_3,6.27,13.74,Moto7
-91,-95,-95,-90,-90,-90,-69,-77,-77,norte,P_9_3,6.27,13.74,Moto7
-93,-93,-94,-88,-95,-84,-69,-76,-78,norte,P_9_3,6.27,13.74,Moto7
-93,-91,-96,-88,-90,-82,-72,-73,-81,norte,P_9_3,6.27,13.74,Moto7
-98,-93,-97,-91,-91,-82,-72,-73,-82,norte,P_9_3,6.27,13.74,Moto7
-96,-97,-95,-90,-91,-83,-73,-74,-82,norte,P_9_3,6.27,13.74,Moto7
-96,-90,-94,-93,-92,-84,-73,-73,-81,norte,P_9_3,6.27,13.74,Moto7
-90,-92,-96,-89,-88,-90,-75,-76,-79,norte,P_9_3,6.27,13.74,Moto7
-90,-91,-95,-93,-87,-85,-75,-73,-82,norte,P_9_3,6.27,13.74,Moto7
-91,-92,-94,-92,-88,-84,-73,-75,-82,norte,P_9_3,6.27,13.74,Moto7
-92,-94,-94,-91,-89,-84,-73,-71,-86,norte,P_9_3,6.27,13.74,Moto7
-92,-89,-95,-96,-89,-84,-75,-77,-85,norte,P_9_3,6.27,13.74,Moto7
-92,-92,-93,-90,-91,-83,-75,-74,-85,norte,P_9_3,6.27,13.74,Moto7
-92,-92,-94,-89,-89,-83,-75,-78,-84,norte,P_9_3,6.27,13.74,Moto7
-91,-92,-94,-91,-89,-83,-74,-76,-82,norte,P_9_3,6.27,13.74,Moto7
-93,-93,-93,-91,-93,-84,-75,-73,-86,norte,P_9_3,6.27,13.74,Moto7
-91,-92,-92,-92,-89,-84,-75,-73,-79,norte,P_9_3,6.27,13.74,Moto7
-92,-97,-94,-91,-91,-83,-75,-74,-82,norte,P_9_3,6.27,13.74,Moto7
-92,-100,-94,-92,-92,-84,-75,-75,-84,norte,P_9_3,6.27,13.74,Moto7
-91,-93,-94,-91,-90,-84,-75,-76,-82,norte,P_9_3,6.27,13.74,Moto7
-92,-91,-93,-87,-91,-83,-75,-71,-85,norte,P_9_3,6.27,13.74,Moto7
-94,-95,-93,-90,-92,-83,-77,-76,-87,norte,P_9_3,6.27,13.74,Moto7
-91,-91,-94,-93,-92,-85,-76,-81,-82,norte,P_9_3,6.27,13.74,Moto7
-82,-89,-91,-88,-85,-84,-73,-78,-76,leste,P_9_3,6.27,13.74,Moto7
-80,-89,-88,-89,-85,-86,-75,-82,-78,leste,P_9_3,6.27,13.74,Moto7
-79,-90,-88,-88,-85,-89,-77,-81,-77,leste,P_9_3,6.27,13.74,Moto7
-79,-94,-96,-87,-85,-86,-79,-77,-74,leste,P_9_3,6.27,13.74,Moto7
-79,-85,-93,-87,-80,-90,-80,-78,-76,leste,P_9_3,6.27,13.74,Moto7
-79,-88,-90,-85,-82,-90,-84,-78,-77,leste,P_9_3,6.27,13.74,Moto7
-78,-89,-89,-84,-87,-90,-83,-78,-77,leste,P_9_3,6.27,13.74,Moto7
-80,-91,-90,-89,-87,-90,-79,-79,-79,leste,P_9_3,6.27,13.74,Moto7
-78,-89,-90,-90,-86,-83,-74,-78,-78,leste,P_9_3,6.27,13.74,Moto7
-78,-86,-92,-85,-88,-85,-75,-78,-80,leste,P_9_3,6.27,13.74,Moto7
-80,-91,-90,-89,-87,-83,-78,-81,-81,leste,P_9_3,6.27,13.74,Moto7
-79,-86,-88,-88,-86,-82,-75,-81,-79,leste,P_9_3,6.27,13.74,Moto7
-78,-88,-89,-87,-86,-82,-74,-82,-80,leste,P_9_3,6.27,13.74,Moto7
-79,-88,-89,-88,-87,-82,-75,-79,-80,leste,P_9_3,6.27,13.74,Moto7
-79,-88,-90,-87,-85,-84,-73,-85,-79,leste,P_9_3,6.27,13.74,Moto7
-79,-88,-90,-88,-86,-85,-75,-79,-80,leste,P_9_3,6.27,13.74,Moto7
-80,-88,-88,-87,-85,-87,-74,-79,-77,leste,P_9_3,6.27,13.74,Moto7
-78,-88,-89,-86,-84,-83,-74,-78,-80,leste,P_9_3,6.27,13.74,Moto7
-79,-87,-92,-86,-85,-84,-74,-80,-81,leste,P_9_3,6.27,13.74,Moto7
-78,-87,-89,-87,-86,-83,-74,-78,-77,leste,P_9_3,6.27,13.74,Moto7
-79,-87,-89,-88,-85,-82,-73,-80,-77,leste,P_9_3,6.27,13.74,Moto7
-80,-87,-88,-86,-88,-83,-73,-81,-78,leste,P_9_3,6.27,13.74,Moto7
-80,-87,-88,-88,-85,-82,-75,-78,-77,leste,P_9_3,6.27,13.74,Moto7
-79,-88,-89,-87,-85,-82,-75,-80,-78,leste,P_9_3,6.27,13.74,Moto7
-79,-88,-89,-86,-86,-82,-76,-80,-79,leste,P_9_3,6.27,13.74,Moto7
-79,-88,-89,-89,-86,-82,-76,-79,-78,leste,P_9_3,6.27,13.74,Moto7
-78,-86,-89,-85,-86,-82,-73,-80,-79,leste,P_9_3,6.27,13.74,Moto7
-78,-87,-91,-92,-86,-83,-73,-81,-79,leste,P_9_3,6.27,13.74,Moto7
-78,-86,-91,-86,-84,-82,-75,-82,-81,leste,P_9_3,6.27,13.74,Moto7
-84,-87,-89,-83,-84,-84,-80,-73,-70,sul,P_9_3,6.27,13.74,Moto7
-82,-88,-91,-83,-83,-84,-80,-75,-70,sul,P_9_3,6.27,13.74,Moto7
-82,-87,-93,-82,-81,-85,-78,-73,-70,sul,P_9_3,6.27,13.74,Moto7
-85,-87,-94,-83,-78,-85,-78,-73,-69,sul,P_9_3,6.27,13.74,Moto7
-84,-88,-93,-85,-82,-81,-77,-72,-70,sul,P_9_3,6.27,13.74,Moto7
-85,-89,-93,-82,-80,-81,-74,-73,-70,sul,P_9_3,6.27,13.74,Moto7
-84,-91,-93,-83,-82,-84,-77,-75,-70,sul,P_9_3,6.27,13.74,Moto7
-84,-91,-93,-82,-81,-81,-77,-74,-72,sul,P_9_3,6.27,13.74,Moto7
-85,-94,-94,-79,-81,-83,-76,-73,-70,sul,P_9_3,6.27,13.74,Moto7
-83,-88,-94,-83,-79,-87,-75,-75,-71,sul,P_9_3,6.27,13.74,Moto7
-84,-87,-94,-85,-83,-84,-76,-73,-70,sul,P_9_3,6.27,13.74,Moto7
-87,-92,-93,-85,-79,-82,-78,-73,-69,sul,P_9_3,6.27,13.74,Moto7
-86,-90,-92,-81,-78,-82,-79,-72,-69,sul,P_9_3,6.27,13.74,Moto7
-87,-90,-93,-82,-81,-79,-76,-71,-69,sul,P_9_3,6.27,13.74,Moto7
-87,-91,-92,-79,-82,-79,-75,-72,-70,sul,P_9_3,6.27,13.74,Moto7
-87,-91,-92,-79,-83,-80,-74,-73,-72,sul,P_9_3,6.27,13.74,Moto7
-86,-89,-92,-80,-82,-80,-75,-74,-70,sul,P_9_3,6.27,13.74,Moto7
-87,-88,-92,-79,-77,-80,-75,-73,-71,sul,P_9_3,6.27,13.74,Moto7
-87,-89,-93,-79,-79,-80,-74,-74,-71,sul,P_9_3,6.27,13.74,Moto7
-87,-90,-93,-79,-81,-81,-75,-73,-71,sul,P_9_3,6.27,13.74,Moto7
-87,-90,-92,-80,-80,-80,-74,-75,-71,sul,P_9_3,6.27,13.74,Moto7
-87,-93,-91,-79,-81,-82,-75,-73,-70,sul,P_9_3,6.27,13.74,Moto7
-87,-91,-92,-79,-82,-81,-75,-74,-69,sul,P_9_3,6.27,13.74,Moto7
-87,-88,-92,-79,-80,-83,-75,-74,-70,sul,P_9_3,6.27,13.74,Moto7
-85,-93,-91,-80,-80,-80,-75,-73,-71,sul,P_9_3,6.27,13.74,Moto7
-88,-93,-91,-84,-82,-79,-77,-72,-71,sul,P_9_3,6.27,13.74,Moto7
-88,-94,-91,-85,-83,-79,-80,-72,-71,sul,P_9_3,6.27,13.74,Moto7
-89,-94,-91,-82,-80,-79,-78,-71,-70,sul,P_9_3,6.27,13.74,Moto7
-88,-90,-91,-85,-83,-79,-78,-73,-70,sul,P_9_3,6.27,13.74,Moto7
-95,-92,-92,-89,-86,-84,-82,-69,-71,oeste,P_9_3,6.27,13.74,Moto7
-91,-92,-89,-88,-85,-80,-81,-69,-72,oeste,P_9_3,6.27,13.74,Moto7
-89,-95,-92,-88,-90,-78,-75,-68,-73,oeste,P_9_3,6.27,13.74,Moto7
-89,-105,-90,-92,-86,-80,-78,-67,-75,oeste,P_9_3,6.27,13.74,Moto7
-87,-94,-89,-89,-86,-84,-74,-68,-73,oeste,P_9_3,6.27,13.74,Moto7
-91,-92,-88,-91,-88,-84,-73,-71,-70,oeste,P_9_3,6.27,13.74,Moto7
-91,-91,-93,-86,-85,-87,-74,-70,-69,oeste,P_9_3,6.27,13.74,Moto7
-96,-91,-91,-85,-85,-88,-74,-71,-71,oeste,P_9_3,6.27,13.74,Moto7
-87,-91,-89,-83,-87,-85,-73,-71,-69,oeste,P_9_3,6.27,13.74,Moto7
-87,-92,-90,-87,-85,-84,-74,-70,-70,oeste,P_9_3,6.27,13.74,Moto7
-89,-92,-91,-86,-88,-86,-74,-71,-70,oeste,P_9_3,6.27,13.74,Moto7
-91,-96,-91,-88,-86,-87,-73,-69,-75,oeste,P_9_3,6.27,13.74,Moto7
-89,-105,-94,-89,-89,-80,-74,-68,-73,oeste,P_9_3,6.27,13.74,Moto7
-88,-94,-91,-87,-87,-79,-74,-68,-71,oeste,P_9_3,6.27,13.74,Moto7
-86,-94,-91,-89,-87,-82,-75,-66,-72,oeste,P_9_3,6.27,13.74,Moto7
-88,-94,-93,-88,-88,-82,-71,-65,-72,oeste,P_9_3,6.27,13.74,Moto7
-88,-93,-93,-87,-87,-80,-72,-65,-71,oeste,P_9_3,6.27,13.74,Moto7
-87,-96,-90,-87,-88,-80,-73,-68,-72,oeste,P_9_3,6.27,13.74,Moto7
-91,-91,-88,-88,-85,-83,-72,-73,-74,oeste,P_9_3,6.27,13.74,Moto7
-86,-92,-92,-88,-80,-82,-72,-74,-70,oeste,P_9_3,6.27,13.74,Moto7
-88,-91,-89,-91,-81,-83,-71,-71,-74,oeste,P_9_3,6.27,13.74,Moto7
-90,-88,-92,-90,-85,-83,-74,-74,-75,oeste,P_9_3,6.27,13.74,Moto7
-86,-95,-91,-90,-86,-82,-76,-80,-74,oeste,P_9_3,6.27,13.74,Moto7
-85,-95,-91,-91,-86,-82,-74,-78,-73,oeste,P_9_3,6.27,13.74,Moto7
-88,-93,-90,-84,-87,-81,-74,-76,-73,oeste,P_9_3,6.27,13.74,Moto7
-85,-93,-88,-91,-87,-81,-73,-75,-71,oeste,P_9_3,6.27,13.74,Moto7
-88,-95,-92,-89,-90,-83,-75,-79,-73,oeste,P_9_3,6.27,13.74,Moto7
-90,-96,-90,-85,-88,-85,-75,-78,-71,oeste,P_9_3,6.27,13.74,Moto7
-91,-96,-94,-88,-90,-82,-75,-79,-76,oeste,P_9_3,6.27,13.74,Moto7
-87,-81,-82,-85,-85,-84,-85,-81,-86,norte,P_3_2,3.92,3.76,Moto7
-87,-82,-79,-80,-84,-81,-88,-84,-85,norte,P_3_2,3.92,3.76,Moto7
-90,-78,-78,-84,-84,-83,-84,-82,-90,norte,P_3_2,3.92,3.76,Moto7
-90,-77,-80,-82,-82,-86,-82,-79,-86,norte,P_3_2,3.92,3.76,Moto7
-87,-78,-82,-81,-83,-83,-81,-79,-88,norte,P_3_2,3.92,3.76,Moto7
-88,-81,-81,-76,-80,-79,-80,-80,-88,norte,P_3_2,3.92,3.76,Moto7
-85,-81,-81,-76,-81,-76,-79,-77,-92,norte,P_3_2,3.92,3.76,Moto7
-86,-81,-78,-79,-78,-80,-80,-78,-90,norte,P_3_2,3.92,3.76,Moto7
-85,-80,-81,-86,-80,-81,-83,-80,-87,norte,P_3_2,3.92,3.76,Moto7
-82,-78,-78,-86,-82,-82,-83,-84,-86,norte,P_3_2,3.92,3.76,Moto7
-80,-76,-75,-88,-78,-81,-81,-81,-92,norte,P_3_2,3.92,3.76,Moto7
-82,-75,-75,-85,-78,-81,-85,-78,-90,norte,P_3_2,3.92,3.76,Moto7
-85,-77,-75,-84,-81,-82,-85,-79,-86,norte,P_3_2,3.92,3.76,Moto7
-89,-83,-77,-86,-83,-78,-84,-80,-84,norte,P_3_2,3.92,3.76,Moto7
-85,-80,-75,-85,-81,-79,-88,-86,-87,norte,P_3_2,3.92,3.76,Moto7
-86,-79,-74,-83,-81,-87,-86,-84,-86,norte,P_3_2,3.92,3.76,Moto7
-89,-81,-83,-88,-85,-80,-89,-83,-87,norte,P_3_2,3.92,3.76,Moto7
-83,-76,-81,-85,-85,-80,-83,-82,-84,norte,P_3_2,3.92,3.76,Moto7
-85,-80,-80,-85,-84,-83,-84,-80,-85,norte,P_3_2,3.92,3.76,Moto7
-84,-81,-77,-86,-82,-80,-85,-81,-86,norte,P_3_2,3.92,3.76,Moto7
-86,-77,-83,-86,-84,-81,-85,-79,-86,norte,P_3_2,3.92,3.76,Moto7
-85,-78,-79,-86,-82,-79,-84,-80,-85,norte,P_3_2,3.92,3.76,Moto7
-86,-79,-79,-86,-83,-82,-84,-78,-85,norte,P_3_2,3.92,3.76,Moto7
-84,-77,-82,-89,-83,-82,-83,-78,-84,norte,P_3_2,3.92,3.76,Moto7
-84,-79,-82,-89,-84,-82,-85,-79,-85,norte,P_3_2,3.92,3.76,Moto7
-83,-77,-81,-88,-83,-83,-85,-78,-86,norte,P_3_2,3.92,3.76,Moto7
-86,-78,-81,-89,-83,-82,-85,-78,-85,norte,P_3_2,3.92,3.76,Moto7
-86,-77,-81,-88,-84,-82,-85,-79,-85,norte,P_3_2,3.92,3.76,Moto7
-87,-77,-81,-87,-84,-81,-86,-78,-83,norte,P_3_2,3.92,3.76,Moto7
-73,-85,-80,-88,-84,-87,-87,-80,-84,leste,P_3_2,3.92,3.76,Moto7
-77,-81,-81,-84,-83,-85,-89,-80,-87,leste,P_3_2,3.92,3.76,Moto7
-74,-83,-82,-85,-86,-82,-88,-83,-87,leste,P_3_2,3.92,3.76,Moto7
-73,-87,-77,-90,-89,-86,-84,-76,-82,leste,P_3_2,3.92,3.76,Moto7
-78,-83,-80,-86,-92,-83,-85,-80,-85,leste,P_3_2,3.92,3.76,Moto7
-78,-91,-81,-87,-91,-85,-86,-79,-85,leste,P_3_2,3.92,3.76,Moto7
-75,-87,-82,-87,-91,-87,-85,-79,-83,leste,P_3_2,3.92,3.76,Moto7
-76,-86,-83,-87,-90,-86,-86,-83,-84,leste,P_3_2,3.92,3.76,Moto7
-75,-88,-83,-84,-90,-86,-86,-83,-84,leste,P_3_2,3.92,3.76,Moto7
-75,-87,-84,-84,-89,-86,-88,-80,-85,leste,P_3_2,3.92,3.76,Moto7
-77,-90,-84,-84,-89,-84,-90,-78,-86,leste,P_3_2,3.92,3.76,Moto7
-75,-87,-84,-85,-88,-85,-89,-80,-86,leste,P_3_2,3.92,3.76,Moto7
-74,-86,-78,-85,-84,-85,-91,-83,-85,leste,P_3_2,3.92,3.76,Moto7
-74,-90,-77,-86,-84,-86,-90,-79,-85,leste,P_3_2,3.92,3.76,Moto7
-74,-87,-79,-85,-86,-86,-90,-79,-85,leste,P_3_2,3.92,3.76,Moto7
-75,-89,-79,-86,-84,-84,-90,-80,-84,leste,P_3_2,3.92,3.76,Moto7
-74,-90,-78,-85,-83,-86,-90,-77,-83,leste,P_3_2,3.92,3.76,Moto7
-74,-87,-79,-83,-83,-85,-91,-81,-84,leste,P_3_2,3.92,3.76,Moto7
-76,-85,-83,-85,-85,-84,-96,-81,-86,leste,P_3_2,3.92,3.76,Moto7
-76,-85,-81,-84,-84,-85,-98,-79,-87,leste,P_3_2,3.92,3.76,Moto7
-76,-84,-82,-83,-83,-85,-97,-82,-89,leste,P_3_2,3.92,3.76,Moto7
-78,-80,-82,-90,-84,-86,-92,-80,-85,leste,P_3_2,3.92,3.76,Moto7
